axis,series,x,y
0,experiment_1a_baseline_agents.count_40 (n=40),5,0.0
0,experiment_1a_baseline_agents.count_40 (n=40),10,0.0
0,experiment_1a_baseline_agents.count_40 (n=40),15,0.0
0,experiment_1a_baseline_agents.count_40 (n=40),20,8.0
0,experiment_1a_baseline_agents.count_40 (n=40),25,8.14
0,experiment_1a_baseline_agents.count_40 (n=40),30,8.73
0,experiment_1a_baseline_agents.count_40 (n=40),35,11.17
0,experiment_1a_baseline_agents.count_40 (n=40),40,13.96
0,experiment_1a_baseline_agents.count_40 (n=40),45,13.83
0,experiment_1a_baseline_agents.count_40 (n=40),50,13.98
0,experiment_1a_baseline_agents.count_40 (n=40),55,12.39
0,experiment_1a_baseline_agents.count_40 (n=40),60,11.73
0,experiment_1a_baseline_agents.count_40 (n=40),65,11.62
0,experiment_1a_baseline_agents.count_40 (n=40),70,11.22
0,experiment_1a_baseline_agents.count_40 (n=40),75,10.75
0,experiment_1a_baseline_agents.count_40 (n=40),80,10.65
0,experiment_1a_baseline_agents.count_40 (n=40),85,10.63
0,experiment_1a_baseline_agents.count_40 (n=40),90,10.35
0,experiment_1a_baseline_agents.count_40 (n=40),95,10.18
0,experiment_1a_baseline_agents.count_40 (n=40),100,10.1
0,experiment_1a_baseline_agents.count_40 (n=40),105,10.01
0,experiment_1a_baseline_agents.count_40 (n=40),110,9.87
0,experiment_1a_baseline_agents.count_40 (n=40),115,9.8
0,experiment_1a_baseline_agents.count_40 (n=40),120,9.75
0,experiment_1a_baseline_agents.count_40 (n=40),125,9.62
0,experiment_1a_baseline_agents.count_40 (n=40),130,9.55
0,experiment_1a_baseline_agents.count_40 (n=40),135,9.52
0,experiment_1a_baseline_agents.count_40 (n=40),140,9.45
0,experiment_1a_baseline_agents.count_40 (n=40),145,9.38
0,experiment_1a_baseline_agents.count_40 (n=40),150,9.34
0,experiment_1a_baseline_agents.count_40 (n=40),155,9.3
0,experiment_1a_baseline_agents.count_40 (n=40),160,9.25
0,experiment_1a_baseline_agents.count_40 (n=40),165,9.19
0,experiment_1a_baseline_agents.count_40 (n=40),170,9.17
0,experiment_1a_baseline_agents.count_40 (n=40),175,9.11
0,experiment_1a_baseline_agents.count_40 (n=40),180,9.06
0,experiment_1a_baseline_agents.count_40 (n=40),185,9.03
0,experiment_1a_baseline_agents.count_40 (n=40),190,9.0
0,experiment_1a_baseline_agents.count_40 (n=40),195,8.95
0,experiment_1a_baseline_agents.count_40 (n=40),200,8.93
0,experiment_1a_baseline_agents.count_40 (n=40),205,8.91
0,experiment_1a_baseline_agents.count_40 (n=40),210,8.89
0,experiment_1a_baseline_agents.count_40 (n=40),215,8.85
0,experiment_1a_baseline_agents.count_40 (n=40),220,8.85
0,experiment_1a_baseline_agents.count_40 (n=40),225,8.83
0,experiment_1a_baseline_agents.count_40 (n=40),230,8.8
0,experiment_1a_baseline_agents.count_40 (n=40),235,8.79
0,experiment_1a_baseline_agents.count_40 (n=40),240,8.77
0,experiment_1a_baseline_agents.count_40 (n=40),245,8.75
0,experiment_1a_baseline_agents.count_40 (n=40),250,8.72
0,experiment_1a_baseline_agents.count_40 (n=40),255,8.71
0,experiment_1a_baseline_agents.count_40 (n=40),260,8.7
0,experiment_1a_baseline_agents.count_40 (n=40),265,8.69
0,experiment_1a_baseline_agents.count_40 (n=40),270,8.68
0,experiment_1a_baseline_agents.count_40 (n=40),275,8.66
0,experiment_1a_baseline_agents.count_40 (n=40),280,8.65
0,experiment_1a_baseline_agents.count_40 (n=40),285,8.63
0,experiment_1a_baseline_agents.count_40 (n=40),290,8.62
0,experiment_1a_baseline_agents.count_40 (n=40),295,8.62
0,experiment_1a_baseline_agents.count_40 (n=40),300,8.6
0,experiment_1a_baseline_agents.count_40 (n=40),305,8.6
0,experiment_1a_baseline_agents.count_40 (n=40),310,8.58
0,experiment_1a_baseline_agents.count_40 (n=40),315,8.57
0,experiment_1a_baseline_agents.count_40 (n=40),320,8.57
0,experiment_1a_baseline_agents.count_40 (n=40),325,8.56
0,experiment_1a_baseline_agents.count_40 (n=40),330,8.55
0,experiment_1a_baseline_agents.count_40 (n=40),335,8.55
0,experiment_1a_baseline_agents.count_40 (n=40),340,8.54
0,experiment_1a_baseline_agents.count_40 (n=40),345,8.53
0,experiment_1a_baseline_agents.count_40 (n=40),350,8.53
0,experiment_1a_baseline_agents.count_40 (n=40),355,8.52
0,experiment_1a_baseline_agents.count_40 (n=40),360,8.52
0,experiment_1a_baseline_agents.count_40 (n=40),365,8.52
0,experiment_1a_baseline_agents.count_40 (n=40),370,8.51
0,experiment_1a_baseline_agents.count_40 (n=40),375,8.51
0,experiment_1a_baseline_agents.count_40 (n=40),380,8.5
0,experiment_1a_baseline_agents.count_40 (n=40),385,8.5
0,experiment_1a_baseline_agents.count_40 (n=40),390,8.48
0,experiment_1a_baseline_agents.count_40 (n=40),395,8.49
0,experiment_1a_baseline_agents.count_40 (n=40),400,8.52
0,experiment_1a_baseline_agents.count_40 (n=40),405,8.51
0,experiment_1a_baseline_agents.count_40 (n=40),410,8.5
0,experiment_1a_baseline_agents.count_40 (n=40),415,8.49
0,experiment_1a_baseline_agents.count_40 (n=40),420,8.48
0,experiment_1a_baseline_agents.count_40 (n=40),425,8.48
0,experiment_1a_baseline_agents.count_40 (n=40),430,8.47
0,experiment_1a_baseline_agents.count_40 (n=40),435,8.47
0,experiment_1a_baseline_agents.count_40 (n=40),440,8.47
0,experiment_1a_baseline_agents.count_40 (n=40),445,8.45
0,experiment_1a_baseline_agents.count_40 (n=40),450,8.45
0,experiment_1a_baseline_agents.count_40 (n=40),455,8.44
0,experiment_1a_baseline_agents.count_40 (n=40),460,8.44
0,experiment_1a_baseline_agents.count_40 (n=40),465,8.43
0,experiment_1a_baseline_agents.count_40 (n=40),470,8.42
0,experiment_1a_baseline_agents.count_40 (n=40),475,8.42
0,experiment_1a_baseline_agents.count_40 (n=40),480,8.42
0,experiment_1a_baseline_agents.count_40 (n=40),485,8.41
0,experiment_1a_baseline_agents.count_40 (n=40),490,8.41
0,experiment_1a_baseline_agents.count_40 (n=40),495,8.41
0,experiment_1a_baseline_agents.count_40 (n=40),500,8.41
0,experiment_1a_baseline_agents.count_50 (n=50),5,0.0
0,experiment_1a_baseline_agents.count_50 (n=50),10,0.0
0,experiment_1a_baseline_agents.count_50 (n=50),15,0.0
0,experiment_1a_baseline_agents.count_50 (n=50),20,7.8
0,experiment_1a_baseline_agents.count_50 (n=50),25,8.12
0,experiment_1a_baseline_agents.count_50 (n=50),30,10.1
0,experiment_1a_baseline_agents.count_50 (n=50),35,11.32
0,experiment_1a_baseline_agents.count_50 (n=50),40,14.96
0,experiment_1a_baseline_agents.count_50 (n=50),45,15.4
0,experiment_1a_baseline_agents.count_50 (n=50),50,15.55
0,experiment_1a_baseline_agents.count_50 (n=50),55,14.73
0,experiment_1a_baseline_agents.count_50 (n=50),60,13.81
0,experiment_1a_baseline_agents.count_50 (n=50),65,13.51
0,experiment_1a_baseline_agents.count_50 (n=50),70,13.18
0,experiment_1a_baseline_agents.count_50 (n=50),75,12.7
0,experiment_1a_baseline_agents.count_50 (n=50),80,12.3
0,experiment_1a_baseline_agents.count_50 (n=50),85,12.01
0,experiment_1a_baseline_agents.count_50 (n=50),90,11.89
0,experiment_1a_baseline_agents.count_50 (n=50),95,11.65
0,experiment_1a_baseline_agents.count_50 (n=50),100,11.43
0,experiment_1a_baseline_agents.count_50 (n=50),105,11.3
0,experiment_1a_baseline_agents.count_50 (n=50),110,11.24
0,experiment_1a_baseline_agents.count_50 (n=50),115,11.05
0,experiment_1a_baseline_agents.count_50 (n=50),120,10.87
0,experiment_1a_baseline_agents.count_50 (n=50),125,10.85
0,experiment_1a_baseline_agents.count_50 (n=50),130,10.74
0,experiment_1a_baseline_agents.count_50 (n=50),135,10.6
