axis,series,x,y
0,experiment_1a_baseline_agents.count_70 (n=70),70,79
0,experiment_1a_baseline_agents.count_70 (n=70),75,80
0,experiment_1a_baseline_agents.count_80 (n=80),5,0
0,experiment_1a_baseline_agents.count_80 (n=80),10,0
0,experiment_1a_baseline_agents.count_80 (n=80),15,0
0,experiment_1a_baseline_agents.count_80 (n=80),20,3
0,experiment_1a_baseline_agents.count_80 (n=80),25,6
0,experiment_1a_baseline_agents.count_80 (n=80),30,12
0,experiment_1a_baseline_agents.count_80 (n=80),35,17
0,experiment_1a_baseline_agents.count_80 (n=80),40,34
0,experiment_1a_baseline_agents.count_80 (n=80),45,48
0,experiment_1a_baseline_agents.count_80 (n=80),50,55
0,experiment_1a_baseline_agents.count_80 (n=80),55,62
0,experiment_1a_baseline_agents.count_80 (n=80),60,69
0,experiment_1a_baseline_agents.count_80 (n=80),65,75
0,experiment_1a_baseline_agents.count_80 (n=80),70,75
0,experiment_1a_baseline_agents.count_80 (n=80),75,76
0,experiment_1a_baseline_agents.count_80 (n=80),80,79
0,experiment_1a_baseline_agents.count_80 (n=80),85,79
0,experiment_1a_baseline_agents.count_80 (n=80),90,79
0,experiment_1a_baseline_agents.count_80 (n=80),95,79
0,experiment_1a_baseline_agents.count_80 (n=80),100,79
0,experiment_1a_baseline_agents.count_80 (n=80),105,79
0,experiment_1a_baseline_agents.count_80 (n=80),110,79
0,experiment_1a_baseline_agents.count_80 (n=80),115,79
0,experiment_1a_baseline_agents.count_80 (n=80),120,79
0,experiment_1a_baseline_agents.count_80 (n=80),125,79
0,experiment_1a_baseline_agents.count_80 (n=80),130,79
0,experiment_1a_baseline_agents.count_80 (n=80),135,79
0,experiment_1a_baseline_agents.count_80 (n=80),140,79
0,experiment_1a_baseline_agents.count_80 (n=80),145,79
0,experiment_1a_baseline_agents.count_80 (n=80),150,79
0,experiment_1a_baseline_agents.count_80 (n=80),155,79
0,experiment_1a_baseline_agents.count_80 (n=80),160,79
0,experiment_1a_baseline_agents.count_80 (n=80),165,79
